LAST SEEN   TYPE      REASON              OBJECT                                               MESSAGE
39s         Warning   Unhealthy           pod/gateway-586c64fdf5-dg6qc                         Readiness probe failed: Get "http://10.244.0.9:8080/healthz": dial tcp 10.244.0.9:8080: connect: connection refused
37s         Normal    Created             pod/otel-collector-8584bc4d4c-kjnlz                  Container created
37s         Normal    Pulled              pod/otel-collector-8584bc4d4c-kjnlz                  Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 2.497s (4.294s including waiting). Image size: 65128183 bytes.
37s         Normal    Started             pod/otel-collector-8584bc4d4c-kjnlz                  Container started
18s         Normal    ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-6dc6849bcc from 0 to 1
18s         Normal    Scheduled           pod/deploy-petstore-api-6cb76c4499-8qjh6             Successfully assigned turbo-engine-e2e/deploy-petstore-api-6cb76c4499-8qjh6 to turbo-engine-e2e-control-plane
18s         Normal    Pulled              pod/deploy-petstore-api-6cb76c4499-8qjh6             Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
18s         Normal    Created             pod/deploy-petstore-api-6cb76c4499-8qjh6             Container created
18s         Normal    SuccessfulCreate    replicaset/deploy-petstore-orchestrator-6dc6849bcc   Created pod: deploy-petstore-orchestrator-6dc6849bcc-9mzv7
18s         Normal    Created             pod/deploy-petstore-orchestrator-6dc6849bcc-9mzv7    Container created
18s         Normal    Pulled              pod/deploy-petstore-orchestrator-6dc6849bcc-9mzv7    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
18s         Normal    Scheduled           pod/deploy-petstore-orchestrator-6dc6849bcc-9mzv7    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-6dc6849bcc-9mzv7 to turbo-engine-e2e-control-plane
18s         Normal    ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-6cb76c4499 from 0 to 1
18s         Normal    SuccessfulCreate    replicaset/deploy-petstore-api-6cb76c4499            Created pod: deploy-petstore-api-6cb76c4499-8qjh6
17s         Normal    Started             pod/deploy-petstore-api-6cb76c4499-8qjh6             Container started
17s         Normal    Started             pod/deploy-petstore-orchestrator-6dc6849bcc-9mzv7    Container started
