LAST SEEN   TYPE     REASON              OBJECT                                              MESSAGE
37s         Normal   ScalingReplicaSet   deployment/envmanager                               Scaled up replica set envmanager-76c64c8cc9 from 0 to 1
36s         Normal   Created             pod/envmanager-76c64c8cc9-gwvqt                     Container created
36s         Normal   Pulled              pod/turbo-engine-operator-7cd95f4bc4-hq6hm          Container image "turbo-engine/operator:e2e" already present on machine and can be accessed by the pod
36s         Normal   Created             pod/explorer-5465b84fd-5wnrr                        Container created
36s         Normal   Started             pod/explorer-5465b84fd-5wnrr                        Container started
36s         Normal   Started             pod/envmanager-76c64c8cc9-gwvqt                     Container started
36s         Normal   Pulled              pod/registry-7d5f66bcd8-677kt                       Container image "turbo-engine/registry:e2e" already present on machine and can be accessed by the pod
36s         Normal   Created             pod/registry-7d5f66bcd8-677kt                       Container created
36s         Normal   Pulled              pod/gateway-586c64fdf5-c2xcn                        Container image "turbo-engine/gateway:e2e" already present on machine and can be accessed by the pod
36s         Normal   Created             pod/gateway-586c64fdf5-c2xcn                        Container created
36s         Normal   Started             pod/gateway-586c64fdf5-c2xcn                        Container started
36s         Normal   Started             pod/registry-7d5f66bcd8-677kt                       Container started
36s         Normal   Pulled              pod/explorer-5465b84fd-5wnrr                        Container image "turbo-engine/explorer:e2e" already present on machine and can be accessed by the pod
36s         Normal   Created             pod/turbo-engine-operator-7cd95f4bc4-hq6hm          Container created
36s         Normal   Pulling             pod/jaeger-54885dfdf-qpjrp                          Pulling image "jaegertracing/all-in-one:1.54"
36s         Normal   Started             pod/builder-678474bf88-nss52                        Container started
36s         Normal   Pulled              pod/console-78fbd5c84-jz48d                         Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
36s         Normal   Pulling             pod/otel-collector-8584bc4d4c-gjh2k                 Pulling image "otel/opentelemetry-collector-contrib:0.96.0"
36s         Normal   Started             pod/turbo-engine-operator-7cd95f4bc4-hq6hm          Container started
36s         Normal   Started             pod/console-78fbd5c84-jz48d                         Container started
36s         Normal   Created             pod/console-78fbd5c84-jz48d                         Container created
34s         Normal   Started             pod/jaeger-54885dfdf-qpjrp                          Container started
34s         Normal   Created             pod/jaeger-54885dfdf-qpjrp                          Container created
34s         Normal   Pulled              pod/jaeger-54885dfdf-qpjrp                          Successfully pulled image "jaegertracing/all-in-one:1.54" in 1.92s (1.92s including waiting). Image size: 33344095 bytes.
31s         Normal   Pulled              pod/otel-collector-8584bc4d4c-gjh2k                 Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 2.884s (4.706s including waiting). Image size: 65128183 bytes.
31s         Normal   Started             pod/otel-collector-8584bc4d4c-gjh2k                 Container started
31s         Normal   Created             pod/otel-collector-8584bc4d4c-gjh2k                 Container created
13s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator             Scaled up replica set deploy-petstore-orchestrator-969cfc6f7 from 0 to 1
13s         Normal   SuccessfulCreate    replicaset/deploy-petstore-orchestrator-969cfc6f7   Created pod: deploy-petstore-orchestrator-969cfc6f7-7qhn5
13s         Normal   Started             pod/deploy-petstore-orchestrator-969cfc6f7-7qhn5    Container started
13s         Normal   Created             pod/deploy-petstore-orchestrator-969cfc6f7-7qhn5    Container created
13s         Normal   Pulled              pod/deploy-petstore-orchestrator-969cfc6f7-7qhn5    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
13s         Normal   Scheduled           pod/deploy-petstore-orchestrator-969cfc6f7-7qhn5    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-969cfc6f7-7qhn5 to turbo-engine-e2e-control-plane
13s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                      Scaled up replica set deploy-petstore-api-6d944d7cc9 from 0 to 1
13s         Normal   SuccessfulCreate    replicaset/deploy-petstore-api-6d944d7cc9           Created pod: deploy-petstore-api-6d944d7cc9-lz9pt
13s         Normal   Started             pod/deploy-petstore-api-6d944d7cc9-lz9pt            Container started
13s         Normal   Created             pod/deploy-petstore-api-6d944d7cc9-lz9pt            Container created
13s         Normal   Pulled              pod/deploy-petstore-api-6d944d7cc9-lz9pt            Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
13s         Normal   Scheduled           pod/deploy-petstore-api-6d944d7cc9-lz9pt            Successfully assigned turbo-engine-e2e/deploy-petstore-api-6d944d7cc9-lz9pt to turbo-engine-e2e-control-plane
