LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
42s         Normal   Created             pod/envmanager-76c64c8cc9-4dk56                      Container created
42s         Normal   Created             pod/registry-7d5f66bcd8-tv7fc                        Container created
42s         Normal   Started             pod/gateway-586c64fdf5-kghq6                         Container started
42s         Normal   Started             pod/registry-7d5f66bcd8-tv7fc                        Container started
42s         Normal   Pulled              pod/turbo-engine-operator-7cd95f4bc4-289nt           Container image "turbo-engine/operator:e2e" already present on machine and can be accessed by the pod
42s         Normal   Created             pod/turbo-engine-operator-7cd95f4bc4-289nt           Container created
42s         Normal   Pulling             pod/jaeger-54885dfdf-2sn44                           Pulling image "jaegertracing/all-in-one:1.54"
42s         Normal   Started             pod/builder-678474bf88-dsbps                         Container started
42s         Normal   Pulled              pod/console-78fbd5c84-2t9b5                          Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
42s         Normal   Pulling             pod/otel-collector-8584bc4d4c-92t5g                  Pulling image "otel/opentelemetry-collector-contrib:0.96.0"
42s         Normal   Started             pod/turbo-engine-operator-7cd95f4bc4-289nt           Container started
42s         Normal   Started             pod/envmanager-76c64c8cc9-4dk56                      Container started
42s         Normal   Created             pod/console-78fbd5c84-2t9b5                          Container created
40s         Normal   Started             pod/jaeger-54885dfdf-2sn44                           Container started
40s         Normal   Created             pod/jaeger-54885dfdf-2sn44                           Container created
40s         Normal   Pulled              pod/jaeger-54885dfdf-2sn44                           Successfully pulled image "jaegertracing/all-in-one:1.54" in 1.945s (1.945s including waiting). Image size: 33344095 bytes.
38s         Normal   Pulled              pod/otel-collector-8584bc4d4c-92t5g                  Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 2.75s (4.621s including waiting). Image size: 65128183 bytes.
38s         Normal   Created             pod/otel-collector-8584bc4d4c-92t5g                  Container created
37s         Normal   Started             pod/otel-collector-8584bc4d4c-92t5g                  Container started
19s         Normal   SuccessfulCreate    replicaset/deploy-petstore-api-698554c7bf            Created pod: deploy-petstore-api-698554c7bf-65ndn
19s         Normal   SuccessfulCreate    replicaset/deploy-petstore-orchestrator-66876f9dcf   Created pod: deploy-petstore-orchestrator-66876f9dcf-8gnbt
19s         Normal   Scheduled           pod/deploy-petstore-orchestrator-66876f9dcf-8gnbt    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-66876f9dcf-8gnbt to turbo-engine-e2e-control-plane
19s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-698554c7bf from 0 to 1
19s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-66876f9dcf from 0 to 1
19s         Normal   Scheduled           pod/deploy-petstore-api-698554c7bf-65ndn             Successfully assigned turbo-engine-e2e/deploy-petstore-api-698554c7bf-65ndn to turbo-engine-e2e-control-plane
18s         Normal   Started             pod/deploy-petstore-orchestrator-66876f9dcf-8gnbt    Container started
18s         Normal   Created             pod/deploy-petstore-orchestrator-66876f9dcf-8gnbt    Container created
18s         Normal   Pulled              pod/deploy-petstore-orchestrator-66876f9dcf-8gnbt    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
18s         Normal   Started             pod/deploy-petstore-api-698554c7bf-65ndn             Container started
18s         Normal   Created             pod/deploy-petstore-api-698554c7bf-65ndn             Container created
18s         Normal   Pulled              pod/deploy-petstore-api-698554c7bf-65ndn             Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
