LAST SEEN   TYPE     REASON              OBJECT                                          MESSAGE
25s         Normal   Pulling             pod/otel-collector-8584bc4d4c-h9d4n             Pulling image "otel/opentelemetry-collector-contrib:0.96.0"
25s         Normal   Created             pod/registry-7d5f66bcd8-92kcq                   Container created
25s         Normal   Pulled              pod/console-78fbd5c84-wxfsr                     Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
25s         Normal   Started             pod/registry-7d5f66bcd8-92kcq                   Container started
25s         Normal   Started             pod/builder-678474bf88-nthxs                    Container started
23s         Normal   Started             pod/jaeger-54885dfdf-lfthn                      Container started
23s         Normal   Created             pod/jaeger-54885dfdf-lfthn                      Container created
23s         Normal   Pulled              pod/jaeger-54885dfdf-lfthn                      Successfully pulled image "jaegertracing/all-in-one:1.54" in 1.825s (1.825s including waiting). Image size: 33344095 bytes.
20s         Normal   Created             pod/otel-collector-8584bc4d4c-h9d4n             Container created
20s         Normal   Started             pod/otel-collector-8584bc4d4c-h9d4n             Container started
20s         Normal   Pulled              pod/otel-collector-8584bc4d4c-h9d4n             Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 3.235s (5.027s including waiting). Image size: 65128183 bytes.
7s          Normal   ScalingReplicaSet   deployment/deploy-k8s-e2e-test-pkg              Scaled up replica set deploy-k8s-e2e-test-pkg-86896c69f9 from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/deploy-k8s-e2e-test-pkg-86896c69f9   Created pod: deploy-k8s-e2e-test-pkg-86896c69f9-s4scp
7s          Normal   Scheduled           pod/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp    Successfully assigned turbo-engine-e2e/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp to turbo-engine-e2e-control-plane
6s          Normal   Pulling             pod/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp    Pulling image "registry.k8s.io/pause:3.9"
5s          Normal   Started             pod/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp    Container started
5s          Normal   Created             pod/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp    Container created
5s          Normal   Pulled              pod/deploy-k8s-e2e-test-pkg-86896c69f9-s4scp    Successfully pulled image "registry.k8s.io/pause:3.9" in 677ms (677ms including waiting). Image size: 321520 bytes.
